date,type,amount,coin_type,fee,fee_coin,network,from,to,transaction_hash,status,source_record_type,event_index,token_contract,source_url,notes
2018-09-08T20:18:33Z,airdrop/spam,2.18579078105255784,LPT,,,Ethereum,0x8e306b005773bee6bA6A6e8972Bc79D766cC15c8,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xcf478bbf3a9533b5c573c7bc5b4fa7412306bf3736fef19ba6623ac3fcab2ad5,ok,token_transfer,88,0x58b6A8A3302369DAEc383334672404Ee733aB239,https://eth.blockscout.com/tx/0xcf478bbf3a9533b5c573c7bc5b4fa7412306bf3736fef19ba6623ac3fcab2ad5,unsolicited token distribution/dust; no purchase evidence
2018-09-26T15:11:27Z,airdrop/spam,2.080750965343133425,LPT,,,Ethereum,0x8e306b005773bee6bA6A6e8972Bc79D766cC15c8,0x31aeaB4FF2D0bB779f4a274b75D598d7c426E974,0x525233614fa24b8c2271236a60bbe54f2785cd951cb6c1fa77c29a16daee7fae,ok,token_transfer,142,0x58b6A8A3302369DAEc383334672404Ee733aB239,https://eth.blockscout.com/tx/0x525233614fa24b8c2271236a60bbe54f2785cd951cb6c1fa77c29a16daee7fae,unsolicited token distribution/dust; no purchase evidence
2018-10-12T14:23:47Z,airdrop/spam,5,PMOD,,,Ethereum,0x0000000000000000000000000000000000000000,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xd8b276ade6b93d5067d0accc9a48f37d1e8103d65165f409697c2b309447d31e,ok,token_transfer,520,0xaF47ebBd460F21c2b3262726572CA8812d7143B0,https://eth.blockscout.com/tx/0xd8b276ade6b93d5067d0accc9a48f37d1e8103d65165f409697c2b309447d31e,unsolicited token distribution/dust; no purchase evidence
2019-03-29T15:01:39Z,moving between my wallets,0.7907,ETH,0.00021,ETH,Ethereum,0x31aeaB4FF2D0bB779f4a274b75D598d7c426E974,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x21245ca702da089f803c4588564cb206e76a8223f668332bfa688d4a03a68169,ok,native_transaction,,,https://eth.blockscout.com/tx/0x21245ca702da089f803c4588564cb206e76a8223f668332bfa688d4a03a68169,both endpoints are configured owned wallets
2019-05-07T20:51:36Z,airdrop/spam,5,LRC,,,Ethereum,0x5593b2B8Dc63d0ed68aa8f885707b2Dc5787E391,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x6b9cd423fadbd9ad01e4b25f6ae1799d5737b7e73e27cbacf176bc66ac594c69,ok,token_transfer,124,0xBBbbCA6A901c926F240b89EacB641d8Aec7AEafD,https://eth.blockscout.com/tx/0x6b9cd423fadbd9ad01e4b25f6ae1799d5737b7e73e27cbacf176bc66ac594c69,unsolicited token distribution/dust; no purchase evidence
2019-10-02T09:28:40Z,airdrop/spam,28.6397891868,EBK,,,Ethereum,0xe5CCfcA59Acd6A3DEA18a97A8D12a1fc5be09B13,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xfcfd9e45ca92459ce0dfca1260f78fea0bdd15f889324fb0613e7cda8a6fe4d5,ok,token_transfer,145,0xBDDab785b306BCD9fB056Da189615Cc8eCE1D823,https://eth.blockscout.com/tx/0xfcfd9e45ca92459ce0dfca1260f78fea0bdd15f889324fb0613e7cda8a6fe4d5,unsolicited token distribution/dust; no purchase evidence
2020-01-10T09:54:42Z,buying,10,ETHBNT,,,Ethereum,0x69532f0B00157866933CDA7C1Bb8Bb0c373f20BF,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xdb416ef5a532f25f9dc0414d7167e49cd93f8fc776822d7e05aba132f1a80ba1,ok,token_transfer,35,0xb1CD6e4153B2a390Cf00A6556b0fC1458C4A5533,https://eth.blockscout.com/tx/0xdb416ef5a532f25f9dc0414d7167e49cd93f8fc776822d7e05aba132f1a80ba1,external-to-owned transfer of a documented acquired token
2020-08-21T10:16:15Z,moving between my wallets,2.474458,ETH,0,ETH,Ethereum,0xB3EBE04E4a61cdFc5DbE7fa98f96A7ff22e51817,0xf6E3900686f06eCa98e3a1595F7f82588329DE95,0x64bfa69b1928af3e54048d2c4865870ea255805210107b743604af80c3f92de4,ok,native_transaction,,,https://eth.blockscout.com/tx/0x64bfa69b1928af3e54048d2c4865870ea255805210107b743604af80c3f92de4,both endpoints are configured owned wallets
2020-08-21T11:33:10Z,selling,2.470237,ETH,0,ETH,Ethereum,0xf6E3900686f06eCa98e3a1595F7f82588329DE95,0x95CB5E42a346E732e52FcDc2d398BC946C4879D8,0xa4e8dfa8ad633657e69ee59283bb970e5b00466635e50289ef95c3dcef56622a,ok,native_transaction,,,https://eth.blockscout.com/tx/0xa4e8dfa8ad633657e69ee59283bb970e5b00466635e50289ef95c3dcef56622a,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2020-09-12T22:39:33Z,selling,2,ETH,0,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xCC45DDe42826e702be81b461bAAE5Cd2e756c8eC,0x39399c41add204f62b4e4aa08f02c6331644e2d27f2c9e96ac3606276295a433,ok,native_transaction,,,https://eth.blockscout.com/tx/0x39399c41add204f62b4e4aa08f02c6331644e2d27f2c9e96ac3606276295a433,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2020-10-02T06:36:19Z,buying,1.387421347136,ETH,,,Ethereum,0x95CB5E42a346E732e52FcDc2d398BC946C4879D8,0x31aeaB4FF2D0bB779f4a274b75D598d7c426E974,0x275bb4a4357177004a5731c68a25661010f901df5b32655f3b0f1ed2057213b2,ok,native_transaction,,,https://eth.blockscout.com/tx/0x275bb4a4357177004a5731c68a25661010f901df5b32655f3b0f1ed2057213b2,external-to-owned asset transfer
2020-10-02T06:38:13Z,buying,2.02816317647,ETH,,,Ethereum,0xCC45DDe42826e702be81b461bAAE5Cd2e756c8eC,0x31aeaB4FF2D0bB779f4a274b75D598d7c426E974,0xf8adef4492d79564c5d1680f84aefdd346524e9e87adc1276d6e88f8fbe3c83b,ok,native_transaction,,,https://eth.blockscout.com/tx/0xf8adef4492d79564c5d1680f84aefdd346524e9e87adc1276d6e88f8fbe3c83b,external-to-owned asset transfer
2020-11-22T06:20:02Z,selling,0.1,ETH,0,ETH,Ethereum,0x31aeaB4FF2D0bB779f4a274b75D598d7c426E974,0x485c5b8BE82c9833cEc5b161E40d8AB33e17208f,0x0dcafac6ad7c93f9242d539f157197ba453c35f69f207ae43473cfb853128b57,ok,native_transaction,,,https://eth.blockscout.com/tx/0x0dcafac6ad7c93f9242d539f157197ba453c35f69f207ae43473cfb853128b57,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2020-11-22T06:28:19Z,selling,1.9,ETH,0,ETH,Ethereum,0x31aeaB4FF2D0bB779f4a274b75D598d7c426E974,0x485c5b8BE82c9833cEc5b161E40d8AB33e17208f,0xea4d7ffa23dba062a601b8dd3f4968db2e5e62d3d6d76f6c5cded9c53b91506f,ok,native_transaction,,,https://eth.blockscout.com/tx/0xea4d7ffa23dba062a601b8dd3f4968db2e5e62d3d6d76f6c5cded9c53b91506f,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2021-02-13T06:25:49Z,selling,0.1,ETH,0.002064448408785,ETH,Ethereum,0x31aeaB4FF2D0bB779f4a274b75D598d7c426E974,0x95CB5E42a346E732e52FcDc2d398BC946C4879D8,0x82accb08520746f4b34bf2d31a7b9cade000dc66cfbb0a93e153d4cf065871e0,ok,native_transaction,,,https://eth.blockscout.com/tx/0x82accb08520746f4b34bf2d31a7b9cade000dc66cfbb0a93e153d4cf065871e0,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2021-06-13T02:12:29Z,buying,0.099874,ETH,,,Ethereum,0x95CB5E42a346E732e52FcDc2d398BC946C4879D8,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xa8d30f048ccf6a72265559cdfe051d08da107a8d84d57c0719bb83ddb31bb78e,ok,native_transaction,,,https://eth.blockscout.com/tx/0xa8d30f048ccf6a72265559cdfe051d08da107a8d84d57c0719bb83ddb31bb78e,external-to-owned asset transfer
2021-09-06T11:46:00Z,selling,0.05,ETH,0.001575,ETH,Ethereum,0x31aeaB4FF2D0bB779f4a274b75D598d7c426E974,0x87149fA2af22ec3296B4d81B431052bA882c23D8,0x591c5f461b44bb27a8ccd103ae8b9add0e6df4293d23074e0e5263720cee1654,ok,native_transaction,,,https://eth.blockscout.com/tx/0x591c5f461b44bb27a8ccd103ae8b9add0e6df4293d23074e0e5263720cee1654,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2021-09-12T20:48:20Z,selling,0.1,ETH,0.002814,ETH,Ethereum,0x31aeaB4FF2D0bB779f4a274b75D598d7c426E974,0x820Cb299071bBe96d7CEDbC26058C8C1275F92f5,0x75488be98aad7206614e788e884c4d549f5aa4e2c91de852ca9c83be59cd7406,ok,native_transaction,,,https://eth.blockscout.com/tx/0x75488be98aad7206614e788e884c4d549f5aa4e2c91de852ca9c83be59cd7406,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2021-10-10T18:25:05Z,buying,0.04598891,ETH,,,Ethereum,0x95CB5E42a346E732e52FcDc2d398BC946C4879D8,0x31aeaB4FF2D0bB779f4a274b75D598d7c426E974,0x20b9dcd7fec5d44c856b2888de40a7749db42c17639406ced91304d81cbce6e4,ok,native_transaction,,,https://eth.blockscout.com/tx/0x20b9dcd7fec5d44c856b2888de40a7749db42c17639406ced91304d81cbce6e4,external-to-owned asset transfer
2021-10-10T18:40:26Z,selling,0.1,ETH,0.0039439,ETH,Ethereum,0x31aeaB4FF2D0bB779f4a274b75D598d7c426E974,0x820Cb299071bBe96d7CEDbC26058C8C1275F92f5,0x6fa3fa3e680c630244e1de85d6cf205b8a638cec252437a12dfc2faf3fc95b5d,ok,native_transaction,,,https://eth.blockscout.com/tx/0x6fa3fa3e680c630244e1de85d6cf205b8a638cec252437a12dfc2faf3fc95b5d,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2021-10-10T18:56:35Z,selling,1.096500869083101,ETH,0.002800169,ETH,Ethereum,0x31aeaB4FF2D0bB779f4a274b75D598d7c426E974,0x820Cb299071bBe96d7CEDbC26058C8C1275F92f5,0xe18c530e3d8f3095624e5cfeb3e9711f82ce276f529f9a42eb3a38fd97e727f4,ok,native_transaction,,,https://eth.blockscout.com/tx/0xe18c530e3d8f3095624e5cfeb3e9711f82ce276f529f9a42eb3a38fd97e727f4,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2023-03-20T21:10:47Z,selling,1,ETH,0.000985975,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x820Cb299071bBe96d7CEDbC26058C8C1275F92f5,0x347a006555f7cd18336414dc08d0d887a3cb6bc819d4afd89442d5fda04c6b3d,ok,native_transaction,,,https://eth.blockscout.com/tx/0x347a006555f7cd18336414dc08d0d887a3cb6bc819d4afd89442d5fda04c6b3d,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2023-08-04T17:37:23Z,selling,0.1,ETH,0.001064853,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x820Cb299071bBe96d7CEDbC26058C8C1275F92f5,0x1fbded510a3b07c9d5fed12708ce7a75b972e744e85d6cc287952c51795b4a3e,ok,native_transaction,,,https://eth.blockscout.com/tx/0x1fbded510a3b07c9d5fed12708ce7a75b972e744e85d6cc287952c51795b4a3e,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2023-08-04T17:38:47Z,airdrop/spam,0.1,ETH,,,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x820cf1f0afEA7AE3ED3Ae834f5F399Bf8f3F92f5,0x59d8c73d05bc656f3cf74318b49689cd02d3ab65f11ff697af51ba1519ad6c3a,ok,token_transfer,371,0xD3635503650b6c1Dc48B1961455bd4F9566085e6,https://eth.blockscout.com/tx/0x59d8c73d05bc656f3cf74318b49689cd02d3ab65f11ff697af51ba1519ad6c3a,non-native token impersonates ETH; excluded from sales
2023-08-04T18:22:23Z,selling,1.5,ETH,0.000907097,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x820Cb299071bBe96d7CEDbC26058C8C1275F92f5,0x9e567b3620d1d9f98f1c276bb77ee1d1b6d8d53eabc71a36b24b0cbc6d1440a8,ok,native_transaction,,,https://eth.blockscout.com/tx/0x9e567b3620d1d9f98f1c276bb77ee1d1b6d8d53eabc71a36b24b0cbc6d1440a8,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2023-08-04T18:23:47Z,airdrop/spam,1.5,ETH,,,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x820cf1f0afEA7AE3ED3Ae834f5F399Bf8f3F92f5,0x88a283ab6f486c628ff0344d209114938f160eea82e839fb5ff0d128194e7868,ok,token_transfer,337,0xD3635503650b6c1Dc48B1961455bd4F9566085e6,https://eth.blockscout.com/tx/0x88a283ab6f486c628ff0344d209114938f160eea82e839fb5ff0d128194e7868,non-native token impersonates ETH; excluded from sales
2023-09-08T14:01:59Z,buying,0.5,ETH,,,Ethereum,0x1fAd26aee30fB59C201DC9d58ae5e67D9b78cC5c,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x2005fee9291ed789814aa4f44a56d5fcff5115a710f81e3dac70fffdce9e23a9,ok,internal_transaction,1,,https://eth.blockscout.com/tx/0x2005fee9291ed789814aa4f44a56d5fcff5115a710f81e3dac70fffdce9e23a9,external-to-owned asset transfer
2023-11-09T13:11:59Z,selling,0.01994877,ETH,0.002043405,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x791762cDc39972BfF77B7c7B40a2c36C13986f0B,0x7d349dcb8664b84f42ead8217fb63fb5c7b0e3bcb26fb3c287bc89cc5240ad20,ok,native_transaction,,,https://eth.blockscout.com/tx/0x7d349dcb8664b84f42ead8217fb63fb5c7b0e3bcb26fb3c287bc89cc5240ad20,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2023-11-09T13:37:47Z,selling,0.01142186,ETH,0.002315859,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x0f930C5D8AdDF684e5Fd761d010142f1bBB5f8f6,0x2b43498255de7042462c12c4757ae207ff2505a546b8afcec662a374c8947410,ok,native_transaction,,,https://eth.blockscout.com/tx/0x2b43498255de7042462c12c4757ae207ff2505a546b8afcec662a374c8947410,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2023-11-11T11:17:47Z,selling,0.25941533,ETH,0.00090818,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xc12AcaA4607e0Bf1328a48FB72Dd328c584b7B96,0x3ace50736d8a27e3f2bc50bb0d3ba6e104c48f8bd82c2a8b230cf7b7e83ace78,ok,native_transaction,,,https://eth.blockscout.com/tx/0x3ace50736d8a27e3f2bc50bb0d3ba6e104c48f8bd82c2a8b230cf7b7e83ace78,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2023-11-11T11:25:35Z,selling,0.18196936,ETH,0.001044407,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xC78a0FBcAD7a7b7e1F01E618C8fc256051498141,0x2377934a9e447ce719a34940ee4d35450dedb5390b83e647302fbc0d1d118439,ok,native_transaction,,,https://eth.blockscout.com/tx/0x2377934a9e447ce719a34940ee4d35450dedb5390b83e647302fbc0d1d118439,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2023-11-16T18:54:11Z,buying,0.01994877,ETH,,,Ethereum,0x29aDF8EC63BBc0b680CB22B794f61a6BCe2f74Fb,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xbd27bd1a59da70f7cb7b01798776a76e7979590106ec75a71118452d9bf8c54e,ok,native_transaction,,,https://eth.blockscout.com/tx/0xbd27bd1a59da70f7cb7b01798776a76e7979590106ec75a71118452d9bf8c54e,external-to-owned asset transfer
2023-11-17T08:05:47Z,selling,0.2703942,ETH,0.001089816,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x22B7e58614f8354c55CD803b6A2A54B950A3ba96,0x2bbb8d36ceb468202faa95dccd3a6c64b3b12943702f5942f576e86d4d3f5120,ok,native_transaction,,,https://eth.blockscout.com/tx/0x2bbb8d36ceb468202faa95dccd3a6c64b3b12943702f5942f576e86d4d3f5120,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2023-11-20T19:08:59Z,buying,1.0807387,ETH,,,Ethereum,0x1fAd26aee30fB59C201DC9d58ae5e67D9b78cC5c,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x49bcd993076ab3b64bfcbcc2a5f2322a6708a23728ca7a91d230fc996d3652a6,ok,internal_transaction,1,,https://eth.blockscout.com/tx/0x49bcd993076ab3b64bfcbcc2a5f2322a6708a23728ca7a91d230fc996d3652a6,external-to-owned asset transfer
2024-02-18T17:58:23Z,selling,0.04169769,ETH,0.000609,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xE19fddBea681D39e6496903332382a7e31EA2742,0x5e8b3204c0198c3c0b5d26cb9f3fe8d54bd864878453aa4ad02de770964fb2fc,ok,native_transaction,,,https://eth.blockscout.com/tx/0x5e8b3204c0198c3c0b5d26cb9f3fe8d54bd864878453aa4ad02de770964fb2fc,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2024-03-04T15:12:11Z,selling,0.32038396,ETH,0.001911,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xe5ee22c6264B9725Db8a44c5da3c7D1C46a684dd,0x29a0455df8ad47abbaf4d86df60f16348a74df61c9d4734ff48ed2876b5813d5,ok,native_transaction,,,https://eth.blockscout.com/tx/0x29a0455df8ad47abbaf4d86df60f16348a74df61c9d4734ff48ed2876b5813d5,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2024-03-04T15:15:23Z,airdrop/spam,0.32038396,ETH,,,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xe5E90bFf4EEba90C667E4482278BA45f891684dD,0xeb12e09e9c88e9fd4b7a0b8f5c9bc62349c10023edcc80d4c3f9188d92842c61,ok,token_transfer,173,0xE6fbD1F2dd1A9209e9F4d2e9109128481907C430,https://eth.blockscout.com/tx/0xeb12e09e9c88e9fd4b7a0b8f5c9bc62349c10023edcc80d4c3f9188d92842c61,non-native token impersonates ETH; excluded from sales
2024-03-04T15:17:11Z,airdrop/spam,0.32038396,ЕTН,,,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xe5e938b20bF02Fe4AFA0Ac1aae06451e426f84dd,0x0870c236ef93cfdc4c4fccc144eb27bc3c7457d0d43102957474819dfea37fa3,ok,token_transfer,121,0x94F2680675D03A5cEAAb2Ec9717976E7D6106734,https://eth.blockscout.com/tx/0x0870c236ef93cfdc4c4fccc144eb27bc3c7457d0d43102957474819dfea37fa3,non-native token impersonates ETH; excluded from sales
2024-05-04T14:23:23Z,selling,0.09865611,ETH,0.000126,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xB07a07b7B4690732407CBFb26956a466572f9592,0xa1b2466affa5ffd0025817fb18ae2ed608912f3af2d903586aca1c50b4cc6d78,ok,native_transaction,,,https://eth.blockscout.com/tx/0xa1b2466affa5ffd0025817fb18ae2ed608912f3af2d903586aca1c50b4cc6d78,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2024-05-04T14:29:47Z,airdrop/spam,0.09865611,ETH,,,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xB07342251eF333AC305F5Eb3CAda80261fa99592,0xdb354861da14114f7faad7b2cd749d7a0171343762e90e7a94bbd9e20219edbd,ok,token_transfer,205,0x7b9ff34F1fd69e603020b4Ea32d6c43F5cfaAaA0,https://eth.blockscout.com/tx/0xdb354861da14114f7faad7b2cd749d7a0171343762e90e7a94bbd9e20219edbd,non-native token impersonates ETH; excluded from sales
2024-05-20T07:36:11Z,selling,0.33469739,ETH,0.000063,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x065Dd94Fb7A15e7C9821ad0af8D7Eb76491A0924,0x19a134d5cf6e0f7322e2da3d9b7ee03b25b1c31a1697f145b5d5f7e8e071bd8e,ok,native_transaction,,,https://eth.blockscout.com/tx/0x19a134d5cf6e0f7322e2da3d9b7ee03b25b1c31a1697f145b5d5f7e8e071bd8e,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2024-05-20T07:39:35Z,airdrop/spam,0.33469739,ETH,,,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x065D5FB523cf5dCEa1A3DD6740c0B33cE5A00924,0xdf71e49252dc5aeaa81817b78b03bf88b3f11dad81b1e80450c48eada99d3b57,ok,token_transfer,172,0xcce7124521e349961F1E8d5fE7601B0F1C8BAF85,https://eth.blockscout.com/tx/0xdf71e49252dc5aeaa81817b78b03bf88b3f11dad81b1e80450c48eada99d3b57,non-native token impersonates ETH; excluded from sales
2024-05-20T07:39:47Z,buying,0.000000001,ETH,,,Ethereum,0x065D5FB523cf5dCEa1A3DD6740c0B33cE5A00924,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xebf15109ed40afb243dc82153f788d6f580423e086428081d684e9758d7cbc4f,ok,native_transaction,,,https://eth.blockscout.com/tx/0xebf15109ed40afb243dc82153f788d6f580423e086428081d684e9758d7cbc4f,external-to-owned asset transfer
2024-06-26T07:45:35Z,selling,0.15157324,ETH,0.000042,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x57CF4BB38688e706bbc7Bb3A3109A2E3F3c27ccB,0xacf1118bd3ad89f178392de4c5afefedf98ea32465e43622f8e5dce3d4408264,ok,native_transaction,,,https://eth.blockscout.com/tx/0xacf1118bd3ad89f178392de4c5afefedf98ea32465e43622f8e5dce3d4408264,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2024-06-26T07:47:47Z,airdrop/spam,0.15157324,ET H,,,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x57c39d3021F6C5c78DC46dEC91cB9CdEc8c27CcB,0xa137cb00fc60b26861a4d14dc4e1d67a6f8267b265377b7fea12b9a0208bbf1d,ok,token_transfer,159,0xB5cEeF8FcFDd022a875aF5ba307345E58E4a16c5,https://eth.blockscout.com/tx/0xa137cb00fc60b26861a4d14dc4e1d67a6f8267b265377b7fea12b9a0208bbf1d,non-native token impersonates ETH; excluded from sales
2024-06-26T08:18:59Z,buying,0.000015157,ETH,,,Ethereum,0x57c39d3021F6C5c78DC46dEC91cB9CdEc8c27CcB,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xe545adff05dd6a170a217ff9757052621009580191a1442f495a8692bafbc1b0,ok,native_transaction,,,https://eth.blockscout.com/tx/0xe545adff05dd6a170a217ff9757052621009580191a1442f495a8692bafbc1b0,external-to-owned asset transfer
2024-06-26T09:24:23Z,airdrop/spam,0,ETH,,,Ethereum,0x57CF1972091A19643D105Ef3bF4b8203D5c27ccB,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xe9e2c48d0b29cc7a9025e42884f4125de7e92f39df8b7d89a73cf81b53dc3e96,ok,native_transaction,,,https://eth.blockscout.com/tx/0xe9e2c48d0b29cc7a9025e42884f4125de7e92f39df8b7d89a73cf81b53dc3e96,zero-value inbound transaction
2024-06-26T10:06:59Z,buying,0.000015157,ETH,,,Ethereum,0x57c39d3021F6C5c78DC46dEC91cB9CdEc8c27CcB,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x212431f82e7bb2b96bc335174aa3ed4c786389a7089939338171d1a8a41ec226,ok,native_transaction,,,https://eth.blockscout.com/tx/0x212431f82e7bb2b96bc335174aa3ed4c786389a7089939338171d1a8a41ec226,external-to-owned asset transfer
2024-06-26T10:07:47Z,airdrop/spam,0,ETH,,,Ethereum,0x57CF1972091A19643D105Ef3bF4b8203D5c27ccB,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xf4e323ceda1244d522bed2e4bc86ecbbccfd30d7e9d7d95eb54fa2df2d03aaa5,ok,native_transaction,,,https://eth.blockscout.com/tx/0xf4e323ceda1244d522bed2e4bc86ecbbccfd30d7e9d7d95eb54fa2df2d03aaa5,zero-value inbound transaction
2024-06-26T10:53:23Z,buying,0.000015157,ETH,,,Ethereum,0x57c39d3021F6C5c78DC46dEC91cB9CdEc8c27CcB,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xac0726dc54a29907cf908b454af95d6523994928159e397f186e379a597f6902,ok,native_transaction,,,https://eth.blockscout.com/tx/0xac0726dc54a29907cf908b454af95d6523994928159e397f186e379a597f6902,external-to-owned asset transfer
2024-06-26T10:53:59Z,airdrop/spam,0,ETH,,,Ethereum,0x57CF1972091A19643D105Ef3bF4b8203D5c27ccB,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x36788021ce296a49ee6bcd0c0be884615c407d97129918b6d425084e957a8beb,ok,native_transaction,,,https://eth.blockscout.com/tx/0x36788021ce296a49ee6bcd0c0be884615c407d97129918b6d425084e957a8beb,zero-value inbound transaction
2024-06-26T11:45:35Z,buying,0.000015157,ETH,,,Ethereum,0x57c39d3021F6C5c78DC46dEC91cB9CdEc8c27CcB,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x57dac91ad243d624cd8bf3248a92a5e6ae084cd377ed91bc2a82298c44321fee,ok,native_transaction,,,https://eth.blockscout.com/tx/0x57dac91ad243d624cd8bf3248a92a5e6ae084cd377ed91bc2a82298c44321fee,external-to-owned asset transfer
2024-06-26T11:46:23Z,airdrop/spam,0,ETH,,,Ethereum,0x57CF1972091A19643D105Ef3bF4b8203D5c27ccB,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x4336710a810e695385d1c8a9500ec934db1ebc76badb1d75f56faf0dfb37fa42,ok,native_transaction,,,https://eth.blockscout.com/tx/0x4336710a810e695385d1c8a9500ec934db1ebc76badb1d75f56faf0dfb37fa42,zero-value inbound transaction
2024-06-26T12:39:59Z,buying,0.000015157,ETH,,,Ethereum,0x57c39d3021F6C5c78DC46dEC91cB9CdEc8c27CcB,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xc85bba2b9ca7cb1867615c8264ed13cd7df72cae9358e5f85c5c77bad23860b3,ok,native_transaction,,,https://eth.blockscout.com/tx/0xc85bba2b9ca7cb1867615c8264ed13cd7df72cae9358e5f85c5c77bad23860b3,external-to-owned asset transfer
2024-06-26T12:40:35Z,airdrop/spam,0,ETH,,,Ethereum,0x57CF1972091A19643D105Ef3bF4b8203D5c27ccB,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xfe61afa17db943207995ef7a5d2e115be0b522633ce9ffa486fa71de41924db8,ok,native_transaction,,,https://eth.blockscout.com/tx/0xfe61afa17db943207995ef7a5d2e115be0b522633ce9ffa486fa71de41924db8,zero-value inbound transaction
2024-06-26T13:39:47Z,buying,0.000015157,ETH,,,Ethereum,0x57c39d3021F6C5c78DC46dEC91cB9CdEc8c27CcB,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xc21fdc2c4faf3280deeb87bb78c4084090cb1f367e18438fcc7052f61844259b,ok,native_transaction,,,https://eth.blockscout.com/tx/0xc21fdc2c4faf3280deeb87bb78c4084090cb1f367e18438fcc7052f61844259b,external-to-owned asset transfer
